track_id,tags,genre,energy,key,loudness,valence,tempo_x,time_signature,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo_y,mfcc1_mean,mfcc1_variance,mfcc2_mean,mfcc2_variance,mfcc3_mean,mfcc3_variance,mfcc4_mean,mfcc4_variance,mfcc5_mean,mfcc5_variance,mfcc6_mean,mfcc6_variance,mfcc7_mean,mfcc7_variance,mfcc8_mean,mfcc8_variance,mfcc9_mean,mfcc9_variance,mfcc10_mean,mfcc10_variance,mfcc11_mean,mfcc11_variance,mfcc12_mean,mfcc12_variance,mfcc13_mean,mfcc13_variance,mfcc14_mean,mfcc14_variance,mfcc15_mean,mfcc15_variance,mfcc16_mean,mfcc16_variance,mfcc17_mean,mfcc17_variance,mfcc18_mean,mfcc18_variance,mfcc19_mean,mfcc19_variance,mfcc20_mean,mfcc20_variance
TROEEDJ128F42597A1,"electronic, dance, trance, techno, electro, idm, drum_and_bass",Electronic,0.837,9,-12.305,0.391,135.065,4,0.56150454,0.06579682,0.15567255,0.0030378099,2543.774446693004,465486.889982806,-0.0007570886,0.015250679,-0.0027794607,0.005160158,135.99917763157896,-55.86944,2259.7708,86.87537,583.4087,-14.968504,488.7833,0.88367057,281.05923,8.198394,145.30663,19.892872,95.221954,4.337604,63.777,13.877516,33.84836,9.233699,48.331955,9.8117075,43.146187,-0.021044564,29.986069,4.475392,38.586185,-2.660706,30.924475,7.8112664,26.332537,-0.33618018,40.55062,3.1562486,31.667183,-2.9202223,30.346928,3.4375522,17.662973,-3.103445,21.957481,2.4844577,25.819115
TRYUGJH128F93355B0,"electronic, ambient, chillout, trance",Electronic,0.897,6,-11.436,0.53,108.256,4,0.42527294,0.07938037,0.20397222,0.0029312882,3056.9207607819867,354807.7601695853,-0.0009989028,0.020749792,-0.0039980323,0.009352011,107.666015625,-17.970333,830.619,59.651447,332.66693,5.407269,337.09476,32.834644,126.94658,10.351094,72.8296,14.310679,71.035904,-5.65732,52.582405,7.770863,62.414085,-6.4764447,55.036137,6.0643497,53.124657,-6.4723153,65.464035,3.890142,49.424137,3.439698,56.341324,5.9849906,61.193073,0.8320597,68.808235,0.22113466,51.93761,-5.208318,44.612343,3.6018085,44.523594,-4.4946227,40.555847,-3.6853797,51.787636
TRXVHWR128F1464D00,"trance, new_age",New Age,0.202,9,-11.334,0.192,91.564,4,0.32827184,0.08092523,0.20642571,0.009046239,1960.7955968398587,408559.3181558199,8.176204e-07,0.036075428,-8.754689e-05,0.0049559674,89.10290948275862,-68.65474,10753.502,108.81451,656.47253,-6.9917293,223.57697,27.20112,170.97083,-3.5373914,100.96032,10.027083,97.70896,-5.368763,103.0443,4.5141683,71.56624,-7.2498293,50.615067,2.3125043,51.012104,-3.7112486,53.70145,-1.2098927,63.25746,-5.385011,52.762527,0.76391035,59.67825,-5.708259,33.727837,-3.789194,43.06411,-7.5088615,47.97744,-2.9405909,61.18785,-6.694381,41.575558,-5.57097,83.20146
TRARUGW128F92FEBE0,"electronic, trance, house, techno",Electronic,0.552,9,-11.966,0.875,120.005,4,0.37645528,0.0949734,0.21932766,0.008771068,1828.0350279277168,1095799.5286500333,-1.1888629e-05,0.01878935,1.4959717e-05,0.019846087,117.45383522727272,-122.84879,4439.1167,107.415016,1555.3328,31.313477,280.91235,34.667656,312.45557,11.554263,153.56235,7.9661713,167.89091,0.63258195,95.59369,7.2510595,79.640396,-9.609045,86.00756,6.750133,63.763783,-4.8859873,73.13236,2.169573,91.68238,-6.0029798,61.385353,2.9199076,56.219597,-3.6135519,52.583508,7.3892555,62.995712,0.3498411,77.65673,-0.7294149,66.59231,-3.82016,63.530815,-2.5530941,55.967262
TRVSUJS128F4271493,"chillout, trance, lounge",Reggae,0.566,9,-10.332,0.426,97.364,4,0.44630593,0.08259167,0.24579169,0.0045678252,1849.05135010466,119378.98996137564,-0.00048312722,0.042539112,-0.0013382109,0.006971178,117.45383522727272,-38.873257,975.0441,108.68023,222.93721,-7.6487007,185.64287,36.91554,109.000336,7.9478493,89.00346,7.0784607,53.645542,-0.49889812,77.97369,7.708667,38.730724,-9.297019,50.792484,8.452705,40.251038,3.8656478,46.58443,4.7457137,49.185616,-3.5317132,29.56006,1.1844085,27.559845,-2.954123,30.465303,5.622367,36.200417,-3.6670632,33.953365,-5.4294896,27.350689,-5.5429277,33.434177,-1.7899467,28.794903
TRAFYVC128F4268F8B,"electronic, ambient, chillout, trance, new_age",World,0.879,1,-10.293,0.784,96.036,4,0.41621745,0.08850358,0.1878518,0.006001861,2269.2542830029174,228937.42734502157,4.718785e-06,0.018337145,3.031721e-06,0.0084452825,129.19921875,-58.63707,1530.7444,92.30931,277.6179,5.280049,255.88301,21.361588,152.51901,1.2794726,93.27917,12.788427,108.94623,1.098194,59.42739,1.3254665,96.68215,0.29673913,68.54502,5.584904,72.786705,-6.55655,77.22834,7.4163938,72.89226,-0.32721868,59.23508,4.88592,77.930916,0.24013276,58.79895,3.4697335,58.236553,-3.422178,55.43005,-1.138687,55.24314,-3.2533946,77.86951,2.00604,70.17228
TRCUQUJ128F92E1AA3,trance,World,0.607,10,-12.974,0.152,136.868,4,0.45059213,0.07820919,0.23909134,0.0046618935,2484.090931186924,489735.3561144766,0.00012984437,0.03503459,-0.00024658762,0.010739035,135.99917763157896,-38.16222,606.13574,87.52575,358.05063,19.87376,121.89094,18.82563,97.56609,7.8180013,34.28419,11.027014,35.670998,2.3813946,26.757431,8.178992,27.433092,0.8151749,26.525772,8.237966,27.142284,0.5184208,24.745459,9.841632,21.894037,1.5860137,33.366898,8.598939,23.988829,4.576918,22.113226,6.19101,26.956123,-1.2911981,29.511408,1.739913,29.184147,-1.3246919,32.46109,3.3424642,35.42267
TRGGGNL128F9326506,"electronic, trance, techno",Electronic,0.706,8,-9.621,0.113,124.988,4,0.5296781,0.06954027,0.2269549,0.004445893,2305.466540151612,140201.94878880837,4.4807143e-06,0.03316861,0.0004008464,0.007246862,123.046875,-32.05201,860.006,85.2069,285.08752,-18.976963,109.5662,22.653315,93.02795,10.51533,48.717915,20.906805,22.255932,3.4680583,37.6486,11.961033,29.217777,5.6905074,34.86898,9.653199,30.687748,1.3570591,31.90189,7.7553697,19.514675,2.3103764,16.58103,6.6025543,21.54667,-1.3524709,21.646465,5.44365,17.62023,1.4614955,18.134405,4.8472986,17.438154,-0.9636047,21.672178,1.5565033,31.346375
TRZXXNF12903CFCDE4,trance,Electronic,0.871,4,-6.861,0.167,134.009,4,0.5852346,0.06420972,0.2635764,0.010032622,2943.6988920409904,416034.4238309147,-5.8281053e-05,0.042642362,-0.0005812522,0.016060358,135.99917763157896,-5.454773,911.1797,59.90972,767.024,-2.528501,741.3649,27.01267,166.8969,0.1749689,138.53995,10.511144,92.53958,0.9421432,84.557465,5.7264256,61.933952,-2.1284504,57.814846,4.500063,39.628155,-1.7802925,35.07469,3.1669946,33.382977,-1.9579254,37.032383,0.99082714,32.798706,-3.3152044,33.155746,1.7707312,36.041004,-2.6225035,30.632296,3.2900772,29.91567,-3.18678,19.91413,1.9709932,16.144365
TRUDLAI128F9317944,"trance, techno",Latin,0.991,11,-3.055,0.314,139.952,4,0.4792068,0.0771326,0.36958167,0.0045197806,3070.2096642867587,338725.07068488514,9.708158e-06,0.069208674,-6.852809e-05,0.029513013,143.5546875,39.84917,846.3912,58.20064,404.10382,-4.135133,187.97015,23.703997,104.5117,6.1103935,137.05267,10.49814,52.796524,4.4228606,90.539246,13.113088,62.380764,2.1585364,51.64353,10.766279,54.25673,2.051321,64.37374,6.0979257,53.79396,0.3238468,50.86816,3.3841476,45.396076,0.30974004,41.717934,4.5847306,40.02005,-4.791018,46.98869,0.9137898,52.55852,-2.8724058,46.13057,-1.3749598,39.869087
TRSRPHR128F9316355,trance,World,0.783,6,-6.369,0.535,100.002,4,0.41405788,0.08810813,0.2049781,0.0037339309,2816.168741015654,547381.3397732873,1.01395035e-05,0.023589868,1.4722785e-05,0.009721038,99.38401442307692,-32.663376,2081.697,75.18088,427.17938,5.2254615,395.38138,19.254486,251.30573,6.7876687,142.73761,11.853151,109.1584,0.9971262,104.08364,7.1624284,66.43425,-6.327996,55.065643,6.2375884,70.77747,-1.2952567,58.50747,8.029237,57.136593,-5.279981,46.10092,1.7219132,40.36726,-6.730028,41.990635,0.46253178,63.59936,0.10081064,37.561794,-2.2785013,33.427216,-2.4548411,48.40284,-1.1851655,45.073185
TRGACOW12903CEC216,"electronic, dance, trance",Punk,0.969,1,-7.911,0.426,135.991,4,0.4831215,0.07274188,0.25757778,0.004490574,3151.8770586822093,261121.6666355384,-4.644999e-06,0.044074133,-0.00012929324,0.009275989,135.99917763157896,6.613089,438.0859,60.555195,171.5311,3.0650237,79.959656,16.538174,45.773487,11.645846,34.766663,15.389024,34.67821,0.83707637,27.943665,4.7749424,31.12743,2.7110872,36.998272,6.343109,28.772322,0.23174,46.32513,6.5185432,32.346424,-0.31828162,28.927124,4.424652,31.092613,1.4298712,43.491596,5.1293645,51.673122,2.9494784,64.18734,9.180845,63.61547,2.4551651,39.188107,0.8467117,48.95751
TRREZTC128F932E761,trance,New Age,0.502,11,-13.256,0.815,130.834,4,0.32868627,0.09849035,0.16474542,0.007848438,1129.9471704983662,391398.725112672,8.079289e-06,0.024445396,5.6086912e-05,0.0040131123,129.19921875,-171.07439,3456.303,150.22299,1332.3893,-16.076307,946.3271,30.440529,140.57988,19.90444,177.9401,11.829806,79.78999,-0.03729456,74.28173,-0.5245405,85.314384,6.595791,30.58139,5.986053,60.662926,-1.9562145,57.53333,0.72011054,87.60096,2.2879462,74.45877,2.8022103,55.39754,-1.7017363,49.988705,-0.6759081,50.04196,-1.2620668,33.611412,-0.64194953,30.863081,-1.7162153,34.974995,3.3544366,37.721413
TRNEYTO12903CBB4A7,trance,Electronic,0.951,6,-9.612,0.199,138.021,4,0.47956342,0.061999485,0.28149566,0.0037077563,3445.8298591942826,212574.7032926293,8.323805e-06,0.04621311,0.0010306034,0.012185068,135.99917763157896,30.95495,786.75385,46.699577,212.71808,1.8336828,42.17592,23.512259,33.889458,8.012391,28.18611,22.378647,36.19416,11.289522,35.550617,13.648956,35.37909,0.17386979,25.072298,4.7008734,25.662659,-3.5209491,30.763094,4.211786,33.182735,-1.9908845,34.989433,3.4520314,33.55293,1.5069705,32.953228,5.6526957,26.313766,-0.90608317,45.821716,3.5130382,29.063896,-1.4808419,21.766626,5.4847693,38.4096
TREGMNY128F9316353,trance,World,0.907,4,-7.214,0.719,114.011,4,0.4430387,0.07480276,0.23218524,0.0031785371,2119.2307398370344,256361.1498271333,-2.0502179e-05,0.028039247,2.3800345e-05,0.010835113,112.34714673913044,-26.378096,1656.8417,101.57895,343.28714,4.385958,125.903496,19.615887,69.46148,3.2826355,50.12669,8.928911,55.50369,3.4078472,70.993515,7.768697,55.317936,0.1504501,38.85303,8.766111,41.16692,2.3780117,45.151054,3.80596,40.382595,-2.5547416,35.00279,6.2293005,35.208145,-3.4832337,42.314632,4.151781,29.08968,-2.3499556,31.58644,5.4533954,54.284412,0.41047153,49.446,5.62656,48.16603
TRKKJXZ12903CC2FA2,trance,Electronic,0.942,1,-10.869,0.134,139.044,4,0.5524414,0.07332084,0.23343731,0.003360018,2902.322108178713,601259.8414564352,-1.0978682e-05,0.024885712,-1.2289061e-05,0.011026953,92.28515625,-30.462147,949.39355,69.45261,484.04413,17.886368,210.7426,23.2045,92.86723,1.5797682,68.11147,18.60027,38.811165,3.3027446,36.386204,13.406548,25.111748,0.68507814,30.39562,5.501342,33.33596,-1.359019,51.778286,5.3769374,51.155197,2.9005532,46.656532,6.9607034,42.560818,3.6170015,36.32964,2.7678263,30.933594,-6.2097545,24.039627,-4.66847,19.377825,-6.965834,17.721312,-0.3714173,18.787176
TRQSJMX128F931C7AC,"dance, house, lounge",RnB,0.789,6,-9.118,0.504,107.109,4,0.43714875,0.075076565,0.3140045,0.0023178458,2633.0876925832945,151889.14154872982,-1.1058316e-05,0.05187242,-7.653382e-05,0.017066935,107.666015625,31.490967,375.02103,84.28065,124.79185,1.4675306,130.59187,15.905506,82.98797,7.2385564,40.671307,11.04625,48.086777,1.7315038,40.087494,9.336211,35.94711,-5.222976,30.505848,8.512682,35.697605,-2.862037,30.573595,0.47204542,37.133606,-3.9934523,34.197407,2.9139445,34.503944,-1.5947564,30.490253,2.9377728,40.94027,1.0557517,50.153606,4.1360183,31.71904,1.5924821,58.761566,3.1347215,50.45537
TRIWJQX12903CD759A,"electronic, chillout, house, trip_hop, downtempo, lounge",Rock,0.898,2,-7.041,0.484,114.993,4,0.44038025,0.07763089,0.33628383,0.010923683,1829.638033294432,273487.83932566614,0.0002560426,0.079561934,-0.00047061246,0.016326867,117.45383522727272,-10.833584,2277.6958,119.901886,871.9817,-10.897072,562.2286,15.555341,138.11447,-3.2169564,99.4231,13.3035345,87.23384,-5.4285226,79.335396,4.6206503,93.93118,-0.075057745,45.33232,4.394188,82.44153,1.7215114,80.0043,9.472194,91.423615,5.5478354,50.828743,0.8720898,63.884773,-3.1595466,40.34515,3.9370933,28.866867,-0.014404533,37.543446,-3.1394858,31.484888,-5.4164505,25.48388,0.32365516,25.291037
TRIQFKE12903CA6933,"electronic, female_vocalists, chillout, house, trip_hop, lounge",RnB,0.646,0,-8.956,0.413,97.095,4,0.41950023,0.082920924,0.24111927,0.001642751,2020.0789768276893,154067.29080942622,1.2582846e-05,0.041583993,4.848963e-05,0.0065261982,123.046875,-32.878002,1584.1411,101.513245,333.96527,-16.634842,195.01248,34.65026,91.59956,5.330486,50.59364,9.876689,39.007645,-1.3485608,42.38174,11.58677,36.617645,0.2933425,41.75757,9.486455,44.78079,-1.3814714,53.309826,0.7604218,42.23886,-1.511544,43.647743,-0.560668,49.08809,-3.6693013,32.648563,2.8838868,36.92783,-4.4473705,32.28279,-0.18835327,39.295853,-4.950938,43.085773,2.395582,67.10224
TRREHWX128F42A3C8E,"house, electro, french",Electronic,0.914,0,-4.362,0.544,121.954,4,0.4350231,0.076763004,0.25670788,0.0051790113,3381.67333649117,360083.9817632092,6.0134e-06,0.03347039,-0.00012639834,0.015258139,161.4990234375,20.59223,573.947,54.467037,292.88373,1.1894635,120.06393,9.934254,90.40699,1.7191278,71.342384,17.398556,57.900047,0.6471454,45.93133,9.219641,57.1905,-3.6332457,66.54252,2.4269512,56.55025,-3.944135,47.49471,6.268041,42.87219,-1.6135893,50.982597,1.9067179,41.76725,-4.895079,28.106667,2.153702,28.438704,-5.4357843,25.233316,-0.21831396,33.53287,-7.6691766,30.532997,-0.5324471,41.121487
TRCPLYJ128F933CB5B,"electronic, house, french",Electronic,0.793,1,-6.705,0.505,130.264,4,0.3923664,0.084374174,0.2738938,0.004374355,2329.9524148542027,492039.832040782,-6.448085e-06,0.037879925,-0.00022650212,0.02610315,129.19921875,-9.637222,921.30536,88.09445,702.43085,-19.870438,339.9875,35.919693,114.33613,12.441236,92.49242,15.01184,60.437683,0.78308576,73.48123,1.3964803,76.65534,-11.327387,65.504906,-2.0982115,64.93839,-8.201725,61.218246,-2.429353,58.326927,-1.5296265,44.45306,0.57310593,61.633804,-5.063576,37.9616,0.2012725,39.99561,-5.835317,51.977036,3.0854733,59.338398,-3.6023138,41.541042,-0.3749129,70.529076
TROOXPD12903CF297A,"chillout, house, lounge",Punk,0.597,7,-8.455,0.684,119.991,4,0.48529744,0.09553309,0.2197752,0.010142841,2057.705478485761,917666.497503462,6.609853e-05,0.03002861,-0.00012765109,0.017677065,117.45383522727272,-120.70846,6619.1016,93.58286,955.91565,8.049883,751.77496,33.157818,521.43915,14.415961,242.61407,6.4516406,196.83878,0.25261346,184.18365,7.4038124,173.40295,-3.7017274,128.14363,12.144581,146.58733,5.2129655,117.072685,8.522363,148.99869,-3.397333,90.50317,7.329233,90.60449,0.8482593,90.423615,2.348999,110.03326,-2.5923452,113.33695,5.873251,136.6437,-3.5415266,89.63041,7.7019835,151.83998
TRLTWGW128EF3554ED,"electronic, female_vocalists, dance, house",Pop,0.399,10,-10.214,0.351,124.985,4,0.47463322,0.08743492,0.22748865,0.015368562,2533.555808929109,1799872.6919832304,-2.5356337e-06,0.028557474,0.00023149862,0.016832862,83.35433467741936,-76.44109,6259.04,94.70286,2401.6824,13.164111,490.66568,23.018854,252.314,10.603079,129.6182,7.6696234,157.74577,3.7789843,74.76269,10.080495,60.4904,-0.13811126,62.636913,8.417806,85.231674,-0.17549247,54.796837,4.9851995,57.31379,-2.2398932,42.437355,2.7408776,34.317482,-4.181197,42.74824,-2.449713,43.212696,-2.3712144,48.15726,-0.5772884,48.667976,-2.009906,52.88962,6.0284915,53.022736
TRXCXJF12903CCA32B,"pop, house",Punk,0.568,10,-7.659,0.537,107.023,4,0.4223386,0.10023267,0.26953787,0.011594959,2933.5111947207592,1209256.8098589105,-0.0022579844,0.042990707,0.0018080882,0.018756475,107.666015625,-67.16338,2897.4297,81.645065,874.0878,15.18789,839.35187,1.8372686,494.2166,16.415068,307.5278,-2.39495,298.69684,14.449443,197.1201,-8.685456,278.8115,15.953321,195.34526,10.785672,170.47852,0.21693736,112.618225,7.717865,145.30042,-2.0870395,105.00762,4.379059,76.12175,-0.21456034,101.22669,10.574691,117.669495,4.5350657,106.578186,7.89708,90.0466,9.351703,136.94727,8.471577,101.04084
TRFOXBG128F427EC52,"pop, female_vocalists, piano, love",Pop,0.764,7,-6.802,0.507,146.316,4,0.3260052,0.08286574,0.23564032,0.0020563079,2251.0389059568724,371355.0833719317,-7.3160004e-06,0.037287977,9.911181e-05,0.007913418,143.5546875,-25.011978,1825.6409,98.221954,507.92426,-15.313499,308.13504,20.339474,143.98116,7.706699,89.5823,5.284722,95.37384,3.353123,74.75502,3.3835566,72.38618,4.4590745,58.307457,4.3370423,56.11919,-5.9493065,56.27414,0.9339352,63.073395,-2.287107,54.874443,3.270223,59.877068,-1.93892,59.92872,2.3426652,63.59837,-0.11936353,59.436787,3.070987,59.44,-1.5056514,66.22483,2.0101013,58.289112
TRXEYQM128F42920A3,"piano, power_metal, symphonic_metal",Metal,0.494,1,-8.598,0.249,82.678,4,0.34882385,0.07646929,0.1622526,0.0012646329,2616.229162884387,394894.7413897712,-8.4899504e-08,0.016131079,-1.7147112e-06,0.004478618,172.265625,-34.2403,1903.5166,80.72065,773.33716,-20.015696,259.95874,26.839964,102.68041,4.632549,60.575573,7.002656,93.825485,-1.7242192,60.54141,5.0221853,53.837986,-8.356521,69.375656,-2.3467314,44.717087,-16.38664,56.330017,-2.6918235,62.033173,-1.4023033,49.48668,2.4538515,50.798073,0.5206552,49.052193,1.1116194,56.034058,-3.2068212,50.67375,1.1692677,50.992477,-4.2330694,41.7354,2.2520006,39.253853
TRGWEYN128F42723CC,"alternative, indie, singer_songwriter, piano, male_vocalists",Latin,0.691,9,-5.719,0.59,118.593,4,0.38617092,0.0803505,0.22794528,0.001911656,2358.289993575027,207653.49330956148,-4.590428e-07,0.033945706,7.623328e-05,0.0076786303,117.45383522727272,-16.129486,1530.42,90.06436,333.94058,-7.234066,206.81679,25.227755,93.161446,5.6101646,96.00013,5.850257,43.4336,0.10801815,42.84384,-1.2951385,50.544827,-4.1810584,33.95887,6.3811398,36.576874,-2.5261817,45.79311,3.7857084,47.73967,-5.612446,31.419897,-3.798655,39.18274,-4.9757357,48.808033,2.9350533,40.067482,-8.096019,61.97713,0.23829255,39.445057,-5.9929047,30.74129,-0.99252063,38.554153
TRYZTEQ128F4262A05,"piano, emo",Jazz,0.919,2,-4.872,0.49,188.138,4,0.39773712,0.07888831,0.27953276,0.0048932373,2755.4257308947776,273751.0579836365,-2.3115935e-07,0.044912696,-0.00013389792,0.013921501,184.5703125,13.367497,3446.519,74.48309,264.86514,1.4814178,181.20624,26.577251,158.90208,6.566397,63.411312,10.309328,64.54992,-3.8620348,57.407074,11.993254,30.930275,1.4360942,38.104477,8.1835165,45.462498,-0.56934893,27.178194,5.050589,33.121082,-1.4923764,34.74951,4.4674907,42.317436,-1.9267865,63.73522,0.8201857,41.41309,-4.518641,36.89618,3.9183557,39.57633,-2.7226076,48.46498,-0.80772847,50.97949
TRJEDMY12903CF4DD3,"pop, acoustic, piano, pop_rock",Blues,0.647,4,-8.34,0.678,79.68,4,0.37718278,0.077855654,0.21541701,0.0028364249,2066.5351553436194,425464.6964067123,9.051949e-06,0.031870347,9.9221426e-05,0.0067139855,161.4990234375,-52.90193,1788.1534,102.40414,751.42633,-7.3958073,262.92792,34.140778,124.31988,9.572359,49.916054,13.752746,68.96842,-0.6009596,45.693237,2.549757,39.35312,-2.208033,60.711617,7.4478884,48.083347,0.41523498,58.080315,2.6331098,52.05687,-3.2468712,42.30882,4.2266135,47.942024,1.1461732,51.23446,5.328107,37.94026,-2.5735977,40.65444,1.269123,51.321922,-4.2914443,58.846157,0.92427105,71.19548
TRIWNVJ12903CC7072,"ambient, piano",Pop,0.0475,11,-24.769,0.112,80.589,3,0.22238411,0.08631522,0.104028046,0.005232333,689.736003478498,55856.247338228655,-6.8334634e-07,0.014111292,-1.6018059e-05,0.0007181973,198.76802884615384,-331.75888,2798.2812,157.45288,1406.3849,48.73518,258.1127,20.717346,256.3083,15.57727,104.44951,-0.0813335,81.613144,-7.4455996,56.095467,-8.178197,57.018467,-5.3426104,84.16041,-1.7122474,93.79633,-0.45035234,75.03488,-1.3478147,101.96265,-3.783408,172.28679,-2.5705056,178.39946,-1.15388,162.25377,-6.680761,142.53915,-10.501447,167.91469,-7.173503,199.70258,-5.2406573,182.2231,-6.7224236,114.047356
TRGFWML128F92DFAE4,"singer_songwriter, acoustic, piano",Folk,0.206,8,-11.04,0.24,97.692,4,0.31338814,0.09623526,0.14060265,0.0051919324,1980.57231965884,1325748.3829505914,3.5529882e-07,0.017025296,-1.9748451e-05,0.0045197704,48.75442216981132,-159.26128,8887.114,108.06231,2002.1426,16.39237,461.57996,20.082367,231.49226,9.151809,258.74014,11.134734,211.14043,9.48879,117.265785,4.7196703,144.33556,-1.1396655,108.98129,3.6040587,82.81195,-14.310515,146.73286,8.100264,113.158394,-5.7753754,53.099968,-9.815464,97.163574,-7.828022,49.87954,-1.022877,57.01168,-6.2078686,49.13879,0.5464873,37.442577,-5.71489,56.209656,-2.906182,60.883217
TREAXFK128F42724B2,"pop, piano, pop_rock",Pop,0.719,7,-6.534,0.349,183.815,4,0.36322445,0.082072005,0.35853115,0.002046481,2637.945774309717,280595.6950449982,3.059836e-05,0.07470465,0.0001432598,0.021581601,92.28515625,42.501114,342.23367,83.52865,223.88535,4.1479783,177.39195,17.786713,96.24267,-2.155119,78.778725,11.38793,53.7556,-1.0579654,63.972633,3.5362854,31.879112,-7.3583956,44.9576,0.5811839,47.491505,-3.211634,46.17148,-0.79470515,42.944473,-6.758086,45.523293,-2.757258,37.63551,-5.521446,34.23145,-1.0530475,38.472992,-2.3126876,54.44648,1.3695849,43.298702,-3.6834064,41.726788,0.4267442,43.441673
TRFRHSZ128F42705AD,"reggae, 70s",Reggae,0.516,9,-14.334,0.964,163.974,4,0.37665382,0.09434173,0.1380594,0.002888252,2321.6783690149573,600480.064397424,7.9432476e-07,0.00985337,-3.441919e-05,0.0064546396,80.74951171875,-115.17591,4831.136,82.45929,928.3854,-5.257591,680.66473,32.631966,332.5657,-0.19659476,302.32764,20.755873,158.20187,-1.4702637,211.74323,8.020645,148.74771,2.6460924,140.99222,1.8828628,112.556625,0.48553324,138.60432,-3.1418374,81.60006,-3.3591332,87.62291,-2.5440898,84.25069,-9.108291,79.49946,0.24044864,70.97847,-11.367882,64.82232,-5.801764,62.918354,-6.361066,82.232574,-1.4565231,95.00644
TRLHRQJ128F424831C,reggae,Latin,0.835,4,-6.106,0.731,120.015,4,0.38879898,0.07384429,0.25314435,0.002006841,2410.895008114993,260863.18736898745,-0.0017031223,0.0332067,-0.0031357552,0.014611235,117.45383522727272,7.662206,639.97205,89.66195,325.9128,-10.797656,132.18181,26.200712,124.61003,-6.0221753,75.58792,8.673567,88.908844,-6.7713747,67.04658,0.3604492,60.318935,-8.34079,47.878895,-2.2594223,61.936455,-1.9755921,42.05423,-2.6342134,44.28019,-7.193212,46.81306,-3.5928974,44.249012,-9.658749,39.273643,-0.6270042,40.968353,-10.946605,30.867447,-2.1235259,40.718563,-6.191861,33.552414,0.7614079,32.075726
TRSYVON128F92EE69A,"reggae, chill, ska",Blues,0.671,2,-7.302,0.579,148.992,4,0.3684113,0.097517,0.16629201,0.0072206254,2336.219939589117,843366.4933479615,-5.3970227e-05,0.01565424,3.362584e-05,0.010868626,73.828125,-91.08469,4621.2856,92.355835,887.4822,-1.0585473,679.67975,15.005167,458.5954,4.2915516,244.62369,14.07736,132.46506,-0.7014471,142.9598,5.344004,98.16635,-1.2581408,74.981026,3.1090462,75.09455,-0.75863737,109.19205,4.6872964,58.693928,-1.9714266,60.356407,4.86778,57.25543,-2.109943,51.4663,2.3600044,45.448223,-4.335447,58.24813,0.85852355,60.6429,-2.9087574,81.10991,3.3610892,74.02712
TRLORHS128F4248319,reggae,Latin,0.467,0,-9.982,0.968,91.185,4,0.3521792,0.08907892,0.17836203,0.0025792797,1934.907077727908,1016760.8455158984,-0.00190324,0.021384884,-0.0022314265,0.0059617697,123.046875,-95.928955,2122.8042,113.489586,1055.206,2.6722207,548.18646,21.963444,368.42715,-15.480763,218.55635,8.130209,132.24542,-3.0174139,112.81828,0.7510762,94.41623,-9.792925,90.566734,4.5545764,88.4075,-3.313802,86.01841,-2.5986838,60.590115,-0.110245414,74.66575,0.46390426,45.08821,-2.7003295,45.484127,3.6086173,45.82838,-8.282585,46.81055,1.4792982,45.128136,-8.718019,44.37167,0.21036267,39.295395
TRGBNBN128F9303FE3,"reggae, 00s, french",Latin,0.6,0,-7.665,0.188,84.48,4,0.3261944,0.08650305,0.1915521,0.008252504,2490.497722975864,477182.9197410943,-0.0005172974,0.025862977,-0.0007949134,0.010457613,172.265625,-66.38915,4883.048,80.717705,657.1145,-4.8522925,455.4132,21.626064,202.98466,-0.24118704,239.4005,12.640947,129.58842,-1.7189431,84.5201,-0.8263498,72.43396,-3.684673,79.40641,1.5479264,62.56029,0.62385345,62.924377,3.606712,53.003513,-2.6491904,54.248047,4.270049,67.11853,-7.719997,87.66903,2.0075848,43.83001,-6.4555526,54.458996,5.9950523,53.59253,1.6754566,59.96629,10.053266,72.07633
TRFORGS128E078F941,reggae,Reggae,0.358,10,-13.766,0.884,144.792,4,0.39984563,0.08913514,0.14697638,0.004544219,2614.712313312766,937479.8390434004,-9.854537e-06,0.016593765,-4.9877446e-05,0.0046750368,143.5546875,-119.39563,4126.9917,71.10998,988.96466,-0.8435758,604.2684,44.335476,317.39496,3.1062653,186.53935,15.005758,150.24983,-1.3063025,154.45909,7.5320663,104.24366,-5.5963893,102.30587,3.4824023,96.405594,-2.5185733,172.49696,-1.0210314,78.37207,0.72597253,82.38619,0.84772354,69.85955,-6.839819,88.24075,8.215429,74.830795,1.339377,52.162025,-0.2537561,62.53843,0.48661697,80.69251,1.8266505,111.84207
TRYVNSD128F42AE29B,reggae,Reggae,0.727,2,-4.52,0.661,78.914,4,0.36244744,0.08917509,0.27440557,0.004846417,2356.55168180088,563076.9902164555,3.9040456e-06,0.049137298,8.168611e-05,0.013333046,161.4990234375,-36.43138,2843.8586,78.79642,917.2416,2.2110143,237.1973,44.33676,308.0969,10.470254,135.20349,16.051802,113.28553,4.4200096,72.7858,11.990675,58.862267,-2.7856104,47.54762,3.764919,54.7333,1.9377655,83.32526,3.9527025,46.63888,-0.8604788,41.446304,0.36077186,49.35518,-6.4697204,49.334705,0.36016738,49.277393,-8.53808,50.51737,-4.9872727,56.100075,-5.7645354,53.46506,-4.8261924,64.0063
